rooms,square,living_space,kitchen_scace,curr_floor,max_floor,home_type,build_year,district,serv_lift,pass_lift,parking,loggia,balcony,garbage_chute,bathroom,repair_type,wind_view,emergency_exit,avg_price_for_m,avg_room_price,price
3,104.9,36.6,30.3,7,15,nan,nan,Ленинский,1,1,1,1,1,0,nan,nan,nan,nan,nan,nan,839560.0
2,65.0,nan,nan,20,23,nan,2017,Пролетарский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,380000.0
1,50.9,nan,nan,3,7,Монолитный,nan,Пролетарский,0,1,0,0,0,0,nan,nan,nan,nan,nan,nan,382750.0
2,64.5,31.4,14.4,19,24,nan,2018,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,nan,nan,380000.0
2,65.0,nan,nan,8,16,Монолитный,nan,Кировский,0,0,0,0,1,0,nan,nan,nan,1,268787.0,40353355.0,380000.0
3,69.5,38.5,13.3,16,24,nan,nan,Пролетарский,1,1,0,1,0,0,nan,nan,nan,nan,268787.0,40353355.0,390000.0
2,66.27,36.3,12.6,25,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,37115301.0,395746.0
2,66.9,36.3,12.6,13,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,37115301.0,399652.0
1,50.02,19.5,12.9,4,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,265095.0,37115301.0,396632.0
4,82.2,55.0,9.3,10,10,Панельный,1995,Советский,0,1,1,1,1,0,1,Косметический,Во двор,nan,265095.0,37115301.0,399000.0
2,54.4,27.9,8.4,17,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,265095.0,37115301.0,402600.0
3,100.0,69.0,18.0,4,4,nan,2011,Советский,0,0,1,0,1,0,nan,nan,nan,1,255918.0,37864745.0,400000.0
1,60.3,19.5,13.6,9,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,2863512.0,404100.0
2,67.75,36.3,12.6,2,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,37115301.0,404922.0
2,65.0,30.0,14.0,10,19,nan,2018,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,270200.0
1,52.3,19.9,11.5,9,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,25970619.0,402800.0
2,56.0,45.0,11.0,5,17,Панельный,2012,Советский,1,1,1,1,0,1,1,Дизайнерский,На улицу и двор,1,255918.0,2981303.0,400000.0
1,45.0,nan,12.0,12,24,Кирпичный,2016,Кировский,0,1,0,1,0,0,nan,Евроремонт,На улицу и двор,1,268787.0,2863512.0,409000.0
0,48.2,36.7,nan,10,11,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,268787.0,2863512.0,408850.0
1,60.6,19.5,13.6,10,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,nan,268787.0,2863512.0,406100.0
1,52.51,19.9,12.9,3,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,268787.0,2863512.0,405953.0
2,72.0,34.0,16.0,8,16,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,410000.0
2,80.0,40.0,16.0,1,4,nan,2014,Железнодорожный,0,0,1,0,1,0,nan,nan,nan,nan,257326.0,30920232.0,410000.0
2,49.5,30.0,7.0,3,6,Кирпичный,1953,Кировский,0,1,1,0,0,0,nan,Косметический,На улицу,1,268787.0,40353355.0,411000.0
1,53.0,32.0,13.0,22,24,Кирпичный,nan,Ленинский,1,1,1,1,0,0,nan,Дизайнерский,На улицу,1,265095.0,27288072.0,415000.0
2,74.0,nan,nan,17,21,nan,2012,Советский,1,1,0,1,0,0,nan,nan,nan,nan,265095.0,27288072.0,419900.0
1,52.42,20.4,11.7,4,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,265095.0,27288072.0,419852.0
1,50.02,19.5,12.9,4,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,nan,nan,396632.0
4,82.2,55.0,9.3,10,10,Панельный,1995,Советский,0,1,1,1,1,0,1,Косметический,Во двор,nan,nan,nan,399000.0
2,54.4,27.9,8.4,17,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,402600.0
3,100.0,69.0,18.0,4,4,nan,2011,Советский,0,0,1,0,1,0,nan,nan,nan,1,255918.0,37864745.0,400000.0
1,60.3,19.5,13.6,9,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,2863512.0,404100.0
2,67.75,36.3,12.6,2,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,37115301.0,404922.0
1,52.3,19.9,11.5,9,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,25970619.0,402800.0
2,56.0,45.0,11.0,5,17,Панельный,2012,Советский,1,1,1,1,0,1,1,Дизайнерский,На улицу и двор,1,255918.0,2981303.0,400000.0
1,45.0,nan,12.0,12,24,Кирпичный,2016,Кировский,0,1,0,1,0,0,nan,Евроремонт,На улицу и двор,1,268787.0,2863512.0,409000.0
0,48.2,36.7,nan,10,11,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,268787.0,2863512.0,408850.0
1,60.6,19.5,13.6,10,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,2863512.0,406100.0
1,52.51,19.9,12.9,3,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,268787.0,2863512.0,405953.0
2,72.0,34.0,16.0,8,16,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,410000.0
2,80.0,40.0,16.0,1,4,nan,2014,Железнодорожный,0,0,1,0,1,0,nan,nan,nan,nan,257326.0,30920232.0,410000.0
2,49.5,30.0,7.0,3,6,Кирпичный,1953,Кировский,0,1,1,0,0,0,nan,Косметический,На улицу,1,268787.0,40353355.0,411000.0
1,53.0,32.0,13.0,22,24,Кирпичный,nan,Ленинский,1,1,1,1,0,0,nan,Дизайнерский,На улицу,1,265095.0,27288072.0,415000.0
3,87.0,nan,16.0,4,4,nan,nan,Кировский,0,0,0,1,1,0,nan,nan,nan,1,268787.0,49283058.0,540000.0
2,55.3,31.0,11.5,3,18,nan,2019,Октябрьский,1,1,1,0,1,0,nan,nan,nan,nan,268787.0,49283058.0,227800.0
2,70.0,35.0,14.0,11,20,nan,2017,Ленинский,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,49283058.0,469900.0
3,93.54,55.9,11.0,16,23,nan,nan,Ворошиловский,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,49283058.0,469968.0
2,80.0,38.0,10.5,8,10,nan,2012,Пролетарский,1,1,1,1,0,0,nan,nan,nan,1,264324.0,35542732.0,470000.0
2,55.0,30.5,6.5,9,9,nan,1972,Кировский,0,1,0,1,0,1,nan,nan,nan,1,268787.0,40353355.0,470000.0
1,50.0,13.0,15.0,8,14,Кирпичный,2014,Кировский,1,1,1,1,0,0,nan,Дизайнерский,nan,nan,268787.0,40353355.0,475000.0
3,84.37,45.8,12.3,25,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,268787.0,40353355.0,477420.0
3,83.31,49.5,10.9,3,17,nan,nan,Ленинский,1,1,1,0,1,0,nan,nan,nan,nan,268787.0,40353355.0,483198.0
2,75.63,35.0,12.8,4,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,268787.0,40353355.0,484100.0
2,69.7,33.7,17.0,23,24,nan,2018,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,268787.0,40353355.0,487000.0
3,83.61,55.8,12.1,19,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,4812258.0,494954.0
2,50.67,27.6,8.4,3,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,329400.0
3,66.0,39.1,10.0,10,10,Панельный,nan,Первомайский,0,1,0,1,1,0,2,Евроремонт,Во двор,1,253643.0,35571648.0,490000.0
2,72.4,30.1,16.5,17,21,Панельный,2014,Советский,1,1,1,1,0,1,nan,Дизайнерский,Во двор,1,255918.0,2981303.0,490000.0
2,65.0,nan,nan,9,10,nan,2010,Кировский,1,1,1,0,1,0,nan,nan,nan,nan,255918.0,2981303.0,500000.0
2,80.0,45.4,14.4,2,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,1,265095.0,37115301.0,503580.0
2,56.0,nan,nan,4,6,Монолитный,2018,Кировский,0,0,1,1,0,1,nan,Без ремонта,nan,nan,265095.0,37115301.0,510000.0
2,70.0,nan,nan,3,7,Монолитный,nan,Пролетарский,0,1,0,0,0,0,nan,nan,nan,nan,265095.0,37115301.0,511000.0
1,39.1,16.3,8.9,4,21,nan,nan,Ленинский,0,1,0,0,1,0,nan,nan,nan,1,265095.0,27288072.0,516120.0
1,55.0,20.1,13.1,7,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,27288072.0,517000.0
1,56.7,22.0,13.0,11,14,Кирпичный,2008,Ворошиловский,1,1,0,1,0,0,1,Евроремонт,Во двор,nan,265095.0,27288072.0,520000.0
2,70.3,36.1,11.2,10,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,35542732.0,527300.0
3,87.0,56.2,14.3,2,5,nan,1932,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,264324.0,35542732.0,525000.0
3,75.0,nan,nan,15,16,Кирпичный,2007,Советский,0,1,0,0,1,1,1,Дизайнерский,На улицу и двор,1,255918.0,37864745.0,529900.0
1,39.6,16.3,8.9,6,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,27288072.0,526680.0
1,33.0,nan,nan,6,9,Кирпичный,1973,Октябрьский,1,0,1,1,0,0,1,Косметический,Во двор,1,259116.0,23024144.0,207000.0
2,59.6,33.0,10.7,4,15,nan,nan,Ленинский,1,1,1,0,1,0,nan,nan,nan,nan,259116.0,23024144.0,469197.0
2,75.3,35.0,12.5,21,24,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,259116.0,23024144.0,534700.0
1,59.5,nan,nan,5,7,Монолитный,nan,Пролетарский,0,1,0,0,0,0,nan,nan,nan,nan,259116.0,23024144.0,536500.0
3,96.66,56.0,14.8,2,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,259116.0,23024144.0,544980.0
1,54.2,17.8,12.2,22,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,25970619.0,542000.0
3,70.0,32.0,28.0,22,23,nan,2012,Ворошиловский,0,1,0,1,0,1,nan,nan,nan,1,257326.0,39199032.0,549900.0
3,70.0,45.0,10.0,3,10,nan,2009,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,45049333.0,550000.0
3,95.0,nan,nan,12,17,Кирпичный,2010,Советский,0,1,0,1,0,0,2,Косметический,На улицу и двор,1,255918.0,37864745.0,559000.0
2,60.18,29.2,9.5,6,10,nan,nan,Кировский,0,1,1,0,0,0,nan,nan,nan,nan,255918.0,37864745.0,551700.0
1,41.9,16.0,10.5,4,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,27288072.0,553080.0
2,64.9,nan,nan,6,7,Монолитный,nan,Пролетарский,0,1,0,0,0,0,nan,nan,nan,nan,265095.0,27288072.0,551650.0
1,57.8,18.6,13.8,7,21,nan,nan,Ленинский,0,1,0,1,1,0,nan,nan,nan,1,265095.0,27288072.0,560660.0
2,81.1,31.1,17.8,6,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,35542732.0,563645.0
2,77.24,nan,nan,8,12,Монолитный,nan,Кировский,1,1,1,1,0,0,2,nan,На улицу и двор,nan,264324.0,35542732.0,563000.0
2,70.0,nan,12.0,9,21,nan,2017,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,37115301.0,569000.0
1,56.5,18.9,15.2,22,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,25970619.0,565000.0
2,55.0,nan,15.0,6,22,Монолитный,nan,Пролетарский,1,1,1,1,0,0,nan,Евроремонт,Во двор,1,264324.0,35542732.0,570000.0
3,97.97,51.2,12.4,18,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,4812258.0,579521.0
3,99.1,51.2,12.4,13,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,4812258.0,584594.0
2,73.3,nan,nan,4,11,Монолитный,nan,Пролетарский,0,1,1,0,0,0,nan,nan,nan,nan,265095.0,4812258.0,587000.0
3,83.0,47.3,14.0,6,18,nan,2018,Октябрьский,1,1,1,1,0,1,nan,nan,nan,nan,nan,nan,320100.0
2,49.28,27.1,7.1,3,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,248464.0
1,31.0,18.3,5.5,1,9,Кирпичный,1978,Первомайский,0,1,0,0,0,1,nan,Косметический,Во двор,1,253643.0,20172455.0,218000.0
3,105.3,56.5,15.3,3,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,599940.0
2,83.27,32.2,21.8,20,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,253643.0,20172455.0,599600.0
3,105.72,56.5,15.3,2,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,602460.0
3,70.0,50.0,12.0,3,9,nan,1985,Кировский,0,1,1,1,1,0,nan,nan,nan,nan,253643.0,20172455.0,600000.0
2,82.86,nan,nan,7,12,Монолитный,nan,Кировский,1,1,1,1,0,0,2,nan,На улицу и двор,nan,253643.0,20172455.0,605000.0
2,84.16,nan,nan,7,12,Монолитный,nan,Кировский,1,1,1,1,0,0,2,nan,На улицу и двор,nan,253643.0,20172455.0,614000.0
3,110.0,73.0,15.0,6,14,nan,2008,Советский,1,1,1,0,1,0,nan,nan,nan,1,255918.0,37864745.0,615000.0
2,82.45,39.6,12.1,8,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,255918.0,37864745.0,629887.0
3,114.38,67.3,16.1,2,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,255918.0,37864745.0,646740.0
3,114.66,67.3,16.1,5,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,255918.0,37864745.0,647640.0
3,92.0,57.0,15.0,3,4,nan,1951,Пролетарский,0,0,0,0,1,0,nan,nan,nan,1,264324.0,45049333.0,659000.0
3,94.3,nan,nan,3,7,Монолитный,nan,Пролетарский,0,1,0,0,0,0,nan,nan,nan,nan,264324.0,45049333.0,661100.0
2,87.0,45.0,17.0,12,17,Кирпичный,2007,Первомайский,0,1,0,1,0,1,nan,Евроремонт,nan,1,253643.0,2815124.0,665000.0
2,74.7,35.0,12.5,22,23,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,1,264324.0,35542732.0,672300.0
2,80.6,36.7,14.0,3,21,nan,nan,Ленинский,0,1,0,0,1,0,nan,nan,nan,1,265095.0,37115301.0,668980.0
3,119.39,67.3,16.1,5,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,265095.0,37115301.0,676440.0
0,24.35,16.7,nan,3,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,121605.0
2,42.0,33.0,8.0,1,4,nan,1917,Кировский,0,0,1,0,0,0,nan,nan,nan,1,268787.0,40353355.0,220000.0
3,47.0,33.0,6.0,2,5,nan,1969,Советский,0,0,0,0,1,0,nan,nan,nan,1,255918.0,37864745.0,255000.0
2,43.68,22.5,8.1,17,20,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,255918.0,37864745.0,229320.0
1,43.7,17.0,11.1,1,16,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,255918.0,37864745.0,227240.0
1,37.0,nan,nan,10,25,Монолитный,2016,Советский,1,1,1,1,0,0,nan,Дизайнерский,На улицу и двор,1,255918.0,21292776.0,229000.0
2,48.0,32.0,6.5,3,5,nan,1969,Советский,0,0,1,0,1,0,nan,nan,nan,1,255918.0,2981303.0,225000.0
1,42.0,20.0,10.0,8,16,Кирпичный,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,235000.0
3,75.6,36.0,12.6,3,5,nan,2015,Ворошиловский,0,0,0,0,1,0,nan,nan,nan,1,257326.0,39199032.0,245000.0
2,50.23,27.1,7.1,2,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,39199032.0,253499.0
2,55.0,38.0,10.0,13,16,Кирпичный,nan,Октябрьский,0,0,0,0,0,0,nan,nan,nan,1,259116.0,31324353.0,250000.0
2,70.0,34.0,17.0,18,25,Монолитно,2018,Пролетарский,1,1,1,0,1,0,1,Дизайнерский,Во двор,nan,nan,nan,555000.0
3,90.0,nan,nan,16,19,Кирпичный,2007,Ленинский,0,1,0,1,0,1,nan,Евроремонт,На улицу,1,265095.0,4812258.0,790000.0
3,117.5,59.2,12.7,9,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,49283058.0,800000.0
3,90.0,35.0,20.0,4,16,nan,2008,Октябрьский,0,1,0,1,0,0,nan,nan,nan,1,259116.0,39874906.0,800000.0
1,81.2,15.3,30.8,3,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,27288072.0,812000.0
3,104.9,36.6,30.3,12,15,nan,nan,Ленинский,1,1,1,1,1,0,nan,nan,nan,nan,265095.0,27288072.0,839560.0
4,132.8,53.0,45.0,2,11,nan,2011,Октябрьский,1,0,0,0,1,0,nan,nan,nan,nan,265095.0,27288072.0,830000.0
4,94.4,67.4,nan,10,11,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,265095.0,27288072.0,849600.0
3,120.8,59.2,12.7,21,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,49283058.0,845600.0
3,103.5,58.4,14.9,5,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,4812258.0,848700.0
2,82.0,42.4,15.0,3,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,37115301.0,844600.0
1,83.4,18.9,30.7,6,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,27288072.0,842340.0
3,124.81,55.3,26.5,21,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,265095.0,27288072.0,842500.0
3,103.4,58.4,14.9,7,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,4812258.0,858220.0
3,83.02,45.7,11.0,9,10,nan,nan,Кировский,0,1,1,0,0,0,nan,nan,nan,nan,265095.0,4812258.0,866000.0
3,115.94,65.1,16.5,3,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,265095.0,4812258.0,873912.0
3,83.0,50.0,21.0,10,17,nan,2011,Октябрьский,0,1,0,1,0,1,1,Косметический,Во двор,1,259116.0,39874906.0,885000.0
3,109.3,52.0,16.1,10,10,nan,nan,Пролетарский,1,1,1,1,0,0,nan,nan,nan,nan,259116.0,39874906.0,894012.0
3,173.03,nan,nan,3,25,Монолитный,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,259116.0,39874906.0,904240.0
3,90.0,nan,nan,2,10,nan,2008,Кировский,1,1,1,0,0,0,nan,nan,nan,nan,259116.0,39874906.0,928000.0
3,123.16,65.1,16.5,7,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,259116.0,39874906.0,925020.0
3,121.09,65.1,16.5,9,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,259116.0,39874906.0,942797.0
4,131.0,61.7,42.7,10,24,nan,2010,Ленинский,1,1,1,1,0,0,nan,nan,nan,1,265095.0,73397862.0,950000.0
4,118.92,71.6,15.6,2,10,nan,nan,Кировский,0,1,1,0,0,0,nan,nan,nan,nan,265095.0,73397862.0,1001300.0
1,37.0,nan,nan,4,24,Кирпичный,nan,Железнодорожный,0,0,0,0,0,0,nan,nan,nan,1,255976.0,21561848.0,147420.0
2,52.0,30.0,9.0,1,9,nan,1990,Первомайский,0,1,1,1,0,1,nan,nan,nan,nan,255976.0,21561848.0,240000.0
1,80.4,15.3,30.8,11,21,nan,nan,Ленинский,0,1,0,0,1,0,nan,nan,nan,1,265095.0,27288072.0,1045200.0
3,122.5,55.3,25.1,22,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,45049333.0,1100700.0
3,124.4,55.3,27.9,22,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,45049333.0,1119600.0
4,136.0,nan,nan,9,22,nan,2017,Кировский,0,1,0,1,0,0,nan,nan,nan,1,268787.0,83141856.0,1189900.0
3,130.0,75.8,13.2,7,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,4812258.0,1183000.0
3,151.6,80.5,30.3,3,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,4812258.0,1318920.0
3,150.6,80.5,30.4,7,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,4812258.0,1355400.0
4,152.8,96.1,15.3,4,10,nan,nan,Кировский,0,1,1,1,0,0,nan,nan,nan,nan,265095.0,4812258.0,1375200.0
4,154.1,96.5,15.3,6,10,nan,nan,Кировский,0,1,1,1,0,0,nan,nan,nan,nan,265095.0,4812258.0,1541000.0
4,159.3,95.7,22.0,4,10,nan,nan,Кировский,0,1,1,1,0,0,nan,nan,nan,nan,265095.0,4812258.0,1593000.0
3,189.3,101.0,33.1,8,21,nan,nan,Ленинский,0,1,0,1,0,0,nan,nan,nan,1,265095.0,4812258.0,1646910.0
4,159.6,65.7,22.0,5,10,nan,nan,Кировский,0,1,1,1,0,0,nan,nan,nan,nan,265095.0,4812258.0,1675800.0
4,180.0,80.0,50.0,12,25,Монолитный,2012,Кировский,0,0,0,0,1,1,3,Без ремонта,На улицу,1,268787.0,83141856.0,1700000.0
3,159.7,72.0,15.7,16,21,nan,nan,Ленинский,0,1,0,0,1,0,nan,nan,nan,1,265095.0,4812258.0,1916400.0
3,177.1,85.5,32.4,10,21,nan,nan,Ленинский,0,1,0,1,1,0,nan,nan,nan,1,265095.0,4812258.0,1948100.0
1,20.0,14.0,5.0,3,5,Кирпичный,1970,Первомайский,0,0,0,0,0,0,nan,nan,nan,nan,265095.0,4812258.0,94500.0
1,16.0,nan,5.0,3,5,Панельный,nan,Советский,0,0,0,0,0,0,nan,nan,На улицу,1,255918.0,21292776.0,94500.0
1,19.0,12.0,5.0,1,1,Кирпичный,nan,Пролетарский,0,0,0,0,0,0,nan,nan,nan,1,264324.0,25970619.0,90000.0
1,19.0,12.0,5.0,4,5,Кирпичный,1985,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,90000.0
1,20.0,12.0,5.0,4,5,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,Косметический,nan,1,253643.0,20172455.0,95000.0
1,22.0,14.0,5.0,1,1,Кирпичный,2013,Пролетарский,0,0,0,0,0,0,nan,nan,Во двор,nan,253643.0,20172455.0,102600.0
1,21.1,15.0,nan,3,3,Кирпичный,2012,Ленинский,0,0,0,0,0,0,nan,nan,Во двор,1,265095.0,27288072.0,103500.0
1,15.0,12.0,1.0,2,5,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,Косметический,nan,1,253643.0,20172455.0,102000.0
1,16.0,nan,nan,2,7,Кирпичный,nan,Железнодорожный,0,0,0,0,0,0,nan,nan,nan,1,255976.0,21561848.0,103500.0
1,30.0,20.0,7.0,5,12,nan,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,105000.0
3,84.86,45.8,12.3,21,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,448336.0
0,39.32,22.0,nan,4,7,nan,nan,Пролетарский,0,1,0,0,1,0,nan,nan,nan,nan,nan,nan,295000.0
1,20.0,15.0,5.0,1,5,Кирпичный,1970,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,108000.0
1,23.0,12.0,5.0,3,5,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,110000.0
1,17.0,12.0,nan,11,12,nan,1983,Первомайский,0,0,0,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,110000.0
1,16.0,10.0,4.0,2,2,nan,nan,Кировский,0,0,0,0,0,0,nan,nan,nan,1,268787.0,2863512.0,115000.0
1,22.0,14.0,5.0,1,5,nan,nan,Октябрьский,0,0,0,0,0,0,nan,nan,nan,1,259116.0,23024144.0,119900.0
1,25.0,12.0,5.0,8,9,Панельный,1970,Первомайский,0,1,0,0,1,0,nan,nan,nan,1,253643.0,20172455.0,117000.0
1,22.0,12.0,5.0,3,9,Панельный,nan,Октябрьский,0,1,0,0,1,0,nan,nan,nan,1,259116.0,23024144.0,117000.0
1,24.0,13.0,6.0,7,9,nan,nan,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,122000.0
1,28.0,12.0,7.0,2,3,Кирпичный,2018,Ворошиловский,0,0,0,0,1,0,nan,nan,Во двор,1,257326.0,22605996.0,124800.0
1,21.0,14.0,4.0,3,5,Кирпичный,nan,Первомайский,1,1,0,0,0,0,nan,nan,Во двор,1,253643.0,20172455.0,120000.0
0,28.0,14.0,5.0,3,4,Кирпичный,2011,Советский,1,1,0,1,0,0,nan,nan,Во двор,nan,253643.0,20172455.0,120000.0
1,18.0,12.7,3.0,4,5,Кирпичный,1970,Первомайский,1,1,0,0,0,0,nan,nan,Во двор,1,253643.0,20172455.0,120000.0
1,24.0,12.0,6.0,9,9,Панельный,nan,Первомайский,0,1,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,120000.0
1,27.0,nan,nan,2,3,Монолитно,2018,Железнодорожный,0,0,0,0,1,0,nan,Без ремонта,nan,nan,253643.0,20172455.0,123300.0
1,28.0,nan,nan,1,2,nan,nan,Пролетарский,0,0,0,0,0,0,nan,nan,nan,1,264324.0,25970619.0,121500.0
1,27.0,nan,nan,6,17,nan,nan,Первомайский,0,1,1,1,0,0,nan,nan,nan,nan,264324.0,25970619.0,120000.0
1,23.0,12.0,5.0,4,5,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,Косметический,nan,1,253643.0,20172455.0,122000.0
1,21.0,12.0,5.0,4,5,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,Косметический,nan,1,253643.0,20172455.0,120000.0
2,35.0,27.2,nan,8,9,nan,1981,Первомайский,0,0,0,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,120000.0
0,26.8,15.6,2.8,4,5,Кирпичный,2018,Советский,0,1,1,0,1,0,nan,Без ремонта,Во двор,nan,253643.0,20172455.0,120000.0
0,27.0,nan,nan,4,5,Монолитно,2018,Советский,1,0,1,1,0,0,nan,Без ремонта,nan,nan,253643.0,20172455.0,120000.0
1,22.0,12.0,5.0,6,9,Кирпичный,nan,Ворошиловский,0,1,0,0,0,0,nan,Без ремонта,nan,1,257326.0,22605996.0,125000.0
