rooms,square,living_space,kitchen_scace,curr_floor,max_floor,home_type,build_year,district,serv_lift,pass_lift,parking,loggia,balcony,garbage_chute,bathroom,repair_type,wind_view,emergency_exit,avg_price_for_m,avg_room_price,price
1,36.0,17.0,8.0,5,16,Панельный,2014,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,1,259116.0,23024144.0,175000.0
1,31.0,17.0,6.0,2,5,nan,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,179000.0
1,30.0,17.0,5.5,6,9,nan,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,175500.0
1,32.0,17.0,6.0,8,9,Кирпичный,1985,Первомайский,0,1,0,1,0,0,nan,nan,Во двор,1,253643.0,20172455.0,179000.0
1,32.0,17.0,6.0,5,5,Кирпичный,1975,Советский,1,1,0,0,0,0,nan,nan,Во двор,1,255918.0,21292776.0,175000.0
0,32.0,17.0,6.0,3,6,Кирпичный,2016,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,175000.0
1,36.0,15.0,15.0,2,4,Кирпичный,2010,Советский,1,1,0,0,0,0,nan,nan,Во двор,1,255918.0,21292776.0,175000.0
1,32.0,18.0,6.0,3,5,Кирпичный,nan,Пролетарский,1,1,0,0,1,0,nan,nan,Во двор,1,264324.0,25970619.0,175000.0
1,30.0,17.0,6.0,7,9,Панельный,nan,Советский,0,1,0,0,1,0,nan,nan,Во двор,1,255918.0,21292776.0,175000.0
0,23.0,1.0,1.0,3,5,Кирпичный,2012,Железнодорожный,1,1,0,0,0,0,nan,nan,Во двор,nan,255918.0,21292776.0,175000.0
0,31.0,16.0,5.0,15,17,Монолитный,2017,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,255918.0,21292776.0,177000.0
2,34.0,22.5,9.0,4,4,Кирпичный,1971,Первомайский,1,1,0,0,0,0,nan,nan,Во двор,1,253643.0,2815124.0,175000.0
0,23.0,15.0,4.0,5,5,Панельный,1978,Ленинский,1,1,0,0,0,0,nan,nan,Во двор,nan,253643.0,2815124.0,176000.0
1,35.0,20.0,5.0,5,5,Панельный,1970,Октябрьский,0,0,0,0,0,0,nan,nan,nan,1,259116.0,23024144.0,175500.0
2,46.0,32.0,6.0,3,5,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,Косметический,nan,1,253643.0,2815124.0,175000.0
0,30.0,17.0,5.0,14,17,Панельный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,253643.0,2815124.0,175000.0
2,70.0,34.0,17.0,18,25,Монолитно,2018,Пролетарский,1,1,1,0,1,0,1,Дизайнерский,Во двор,nan,nan,nan,555000.0
3,84.86,45.8,12.3,21,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,448336.0
0,30.0,17.0,5.0,14,17,Панельный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,nan,nan,175000.0
0,27.0,15.0,5.0,10,13,Панельный,2010,Советский,0,1,0,1,0,0,nan,nan,Во двор,nan,nan,nan,179000.0
1,37.0,17.8,11.0,8,16,Панельный,2015,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,1,259116.0,23024144.0,175000.0
1,37.0,16.0,11.0,15,16,Панельный,2015,Первомайский,0,1,0,0,1,0,nan,nan,Во двор,1,253643.0,20172455.0,177000.0
0,25.0,12.0,5.0,13,15,Панельный,nan,Советский,0,1,0,1,0,0,nan,nan,На улицу,nan,253643.0,20172455.0,175000.0
1,31.0,17.0,5.0,4,9,Панельный,1987,Советский,0,1,1,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,175000.0
0,28.0,16.0,10.0,3,7,nan,2016,Железнодорожный,0,1,0,1,0,1,nan,nan,nan,nan,253643.0,20172455.0,175000.0
1,30.0,17.0,6.0,4,9,nan,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,175000.0
2,32.0,26.0,5.0,1,3,nan,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,179000.0
1,31.0,21.0,5.0,1,9,nan,1986,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,175000.0
1,36.0,nan,nan,11,24,Кирпичный,2018,Ворошиловский,1,1,1,1,0,0,1,Без ремонта,На улицу,nan,253643.0,20172455.0,179000.0
1,38.0,16.0,11.0,4,19,Монолитный,2017,Ворошиловский,1,1,1,1,0,0,nan,Без ремонта,На улицу,nan,253643.0,20172455.0,175500.0
1,31.0,17.0,6.0,2,5,Панельный,1968,Советский,0,0,0,0,1,0,nan,Косметический,Во двор,1,255918.0,21292776.0,179000.0
1,27.5,nan,5.0,10,15,nan,2010,Советский,0,1,0,1,0,1,nan,nan,nan,1,255918.0,21292776.0,179000.0
1,37.1,18.0,8.3,18,19,Панельный,nan,Советский,1,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,179100.0
1,48.1,38.1,10.0,3,18,Кирпичный,2017,Первомайский,0,1,0,0,1,0,nan,Без ремонта,nan,nan,255918.0,21292776.0,180000.0
0,28.0,18.0,4.0,12,23,Кирпичный,2017,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,180000.0
0,30.0,18.0,7.0,16,17,Монолитный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,255918.0,21292776.0,181000.0
1,36.0,16.0,9.0,2,17,nan,2017,Советский,0,1,0,0,1,0,nan,Без ремонта,nan,nan,255918.0,21292776.0,183330.0
0,31.6,11.6,5.0,2,20,Монолитный,2019,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,255918.0,21292776.0,180000.0
1,37.0,18.0,10.0,13,19,Панельный,2018,Октябрьский,0,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,180000.0
1,32.0,17.0,8.0,10,25,Панельный,2017,Советский,0,1,0,0,1,0,nan,nan,Во двор,1,255918.0,21292776.0,180000.0
1,31.0,17.0,6.0,5,9,Панельный,1985,Советский,0,1,0,0,1,0,nan,nan,Во двор,1,255918.0,21292776.0,180000.0
1,30.0,18.0,5.0,5,5,Панельный,1965,Советский,1,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,180000.0
3,87.0,nan,16.0,4,4,nan,nan,Кировский,0,0,0,1,1,0,nan,nan,nan,1,268787.0,49283058.0,540000.0
2,65.0,30.0,14.0,10,19,nan,2018,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,49283058.0,270200.0
0,33.0,1.0,1.0,4,4,Кирпичный,2013,Железнодорожный,1,1,0,0,0,0,nan,nan,Во двор,nan,268787.0,49283058.0,180000.0
0,23.0,12.0,4.0,2,8,Кирпичный,2015,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,nan,268787.0,49283058.0,180000.0
1,40.0,17.8,9.5,17,17,Панельный,2016,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,1,259116.0,23024144.0,180000.0
2,33.0,21.0,5.0,2,4,Кирпичный,1964,Железнодорожный,1,1,0,0,1,0,1,nan,Во двор,1,255976.0,30364565.0,180000.0
1,31.0,19.0,5.0,5,5,Кирпичный,1975,Пролетарский,1,1,0,0,1,0,nan,nan,Во двор,1,264324.0,25970619.0,180000.0
0,25.0,16.0,4.0,14,16,Монолитный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,На улицу,nan,264324.0,25970619.0,180000.0
2,40.1,28.0,6.0,6,9,Кирпичный,nan,Первомайский,0,1,0,1,1,0,nan,nan,nan,1,253643.0,2815124.0,180000.0
1,30.0,16.0,8.0,5,5,Кирпичный,1980,Октябрьский,1,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,180000.0
1,33.0,17.0,6.0,5,5,Панельный,1967,Советский,1,1,0,0,1,0,1,nan,Во двор,nan,259116.0,23024144.0,180000.0
0,36.0,14.0,6.0,6,23,nan,2018,Октябрьский,1,1,0,1,0,0,nan,nan,nan,nan,259116.0,23024144.0,180000.0
3,45.0,38.0,6.0,2,3,Кирпичный,nan,Пролетарский,0,0,0,0,0,0,nan,Косметический,nan,1,264324.0,45049333.0,180000.0
1,33.0,18.0,6.0,3,5,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,Косметический,nan,1,253643.0,20172455.0,180000.0
1,38.0,19.0,7.0,5,9,Кирпичный,nan,Первомайский,0,1,0,1,0,0,nan,nan,nan,1,253643.0,20172455.0,180000.0
1,35.0,19.0,8.0,8,9,Панельный,nan,Ворошиловский,0,1,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,180000.0
2,38.0,25.0,6.0,7,9,Кирпичный,nan,Ворошиловский,0,1,0,0,0,0,nan,Косметический,nan,1,257326.0,30920232.0,180000.0
1,40.0,16.0,10.0,4,18,Кирпичный,2017,Первомайский,0,1,0,0,1,0,nan,Без ремонта,nan,nan,257326.0,30920232.0,180000.0
1,30.0,17.0,6.0,3,9,Панельный,1987,Октябрьский,0,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,182000.0
1,28.0,nan,nan,1,4,Кирпичный,1966,Октябрьский,0,0,1,0,1,0,nan,nan,nan,nan,259116.0,23024144.0,180000.0
1,32.0,20.0,6.0,3,5,nan,1960,Советский,0,0,0,0,1,0,nan,nan,nan,1,255918.0,21292776.0,180000.0
1,36.0,18.0,10.0,14,18,Панельный,2015,Октябрьский,0,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,182000.0
1,31.0,17.0,6.0,6,9,Панельный,nan,Первомайский,0,1,0,0,0,0,nan,Косметический,nan,1,253643.0,20172455.0,180000.0
1,30.0,17.0,5.0,3,5,Кирпичный,1974,Ворошиловский,0,1,0,0,0,0,nan,nan,Во двор,1,257326.0,22605996.0,180000.0
1,38.0,nan,nan,4,20,Кирпичный,2018,Первомайский,0,0,0,0,0,0,1,Без ремонта,nan,nan,257326.0,22605996.0,180000.0
0,27.0,16.0,6.0,3,19,Панельный,2014,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,nan,257326.0,22605996.0,180000.0
0,34.0,14.0,6.0,6,23,Кирпичный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,На улицу,nan,257326.0,22605996.0,180000.0
1,35.0,19.0,7.0,6,9,Кирпичный,1971,Советский,0,0,1,0,0,0,nan,Евроремонт,Во двор,nan,nan,nan,189900.0
2,55.3,31.0,11.5,3,18,nan,2019,Октябрьский,1,1,1,0,1,0,nan,nan,nan,nan,nan,nan,227800.0
0,34.0,14.0,6.0,6,23,Кирпичный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,На улицу,nan,nan,nan,180000.0
1,30.0,17.0,6.0,1,5,Панельный,1975,Пролетарский,0,0,0,0,0,0,nan,nan,nan,1,264324.0,25970619.0,180000.0
1,30.0,nan,nan,16,28,Монолитно,2018,Железнодорожный,1,1,1,1,0,0,nan,Евроремонт,nan,nan,264324.0,25970619.0,184000.0
1,35.0,21.0,6.0,1,5,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,Косметический,Во двор,1,257326.0,22605996.0,180000.0
0,33.0,nan,nan,4,19,Кирпичный,nan,Железнодорожный,1,1,1,0,0,0,nan,nan,nan,nan,257326.0,22605996.0,180000.0
1,40.0,22.0,8.0,5,9,Кирпичный,1988,Первомайский,0,1,0,0,1,1,1,Косметический,Во двор,1,253643.0,20172455.0,180000.0
1,32.0,14.0,8.0,19,19,nan,nan,Советский,0,0,0,1,0,0,nan,nan,nan,1,255918.0,21292776.0,184000.0
0,27.0,15.0,5.0,15,15,Панельный,2012,Советский,0,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,185000.0
2,44.0,27.0,6.0,5,5,Кирпичный,1977,Железнодорожный,1,1,0,0,1,0,nan,nan,Во двор,1,255976.0,30364565.0,188000.0
1,28.0,nan,nan,23,25,Монолитно,2018,Железнодорожный,1,1,1,1,0,0,nan,Евроремонт,nan,1,255976.0,21561848.0,185000.0
1,38.0,19.0,10.0,8,16,Панельный,nan,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,1,259116.0,23024144.0,185000.0
1,31.0,19.0,5.0,5,5,Кирпичный,1965,Ворошиловский,1,1,0,0,1,0,nan,nan,На улицу,1,257326.0,22605996.0,185000.0
1,30.0,17.0,6.0,5,5,Кирпичный,1974,Первомайский,1,1,0,0,1,0,1,nan,Во двор,1,253643.0,20172455.0,185000.0
0,29.0,15.0,6.0,20,20,Кирпичный,2018,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,nan,253643.0,20172455.0,187000.0
1,30.0,17.0,5.0,4,9,Панельный,1990,Первомайский,0,1,0,0,1,0,nan,nan,Во двор,1,253643.0,20172455.0,188000.0
1,34.0,19.0,7.0,9,9,Кирпичный,1980,Ленинский,0,1,0,0,1,0,nan,nan,На улицу,nan,253643.0,20172455.0,189000.0
0,26.0,1.0,1.0,14,16,Панельный,2010,Советский,0,1,0,0,1,0,nan,nan,На улицу,nan,253643.0,20172455.0,185000.0
1,31.0,17.0,6.0,6,9,Панельный,2000,Первомайский,0,1,0,0,1,0,nan,nan,Во двор,1,253643.0,20172455.0,185000.0
0,32.0,17.0,5.0,10,10,Кирпичный,2013,Советский,0,1,0,1,0,0,nan,nan,Во двор,nan,253643.0,20172455.0,185000.0
0,28.0,17.0,4.0,23,24,Кирпичный,2018,Железнодорожный,0,1,0,1,0,0,nan,nan,На улицу,nan,253643.0,20172455.0,185000.0
1,35.0,nan,7.0,2,9,Кирпичный,nan,Железнодорожный,0,1,0,0,0,0,nan,nan,nan,1,255976.0,21561848.0,189000.0
0,30.0,17.0,5.0,17,20,Кирпичный,2018,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,nan,255976.0,21561848.0,185000.0
1,35.0,18.0,6.0,5,9,Кирпичный,1976,Первомайский,0,1,0,1,0,0,nan,nan,Во двор,nan,255976.0,21561848.0,185000.0
0,28.0,14.0,4.0,16,19,Панельный,2017,Железнодорожный,0,1,0,0,1,0,nan,nan,nan,nan,255976.0,21561848.0,185000.0
1,37.0,nan,nan,4,24,Кирпичный,nan,Железнодорожный,0,0,0,0,0,0,nan,nan,nan,1,255976.0,21561848.0,147420.0
0,30.0,16.0,5.0,4,25,Кирпичный,2017,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,nan,255976.0,21561848.0,188000.0
1,41.0,19.0,9.0,13,21,Кирпичный,2017,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,nan,255976.0,21561848.0,189000.0
1,35.0,20.0,7.0,3,5,Кирпичный,1981,Пролетарский,0,0,0,0,1,0,nan,nan,Во двор,1,264324.0,25970619.0,185000.0
0,31.0,19.0,6.0,14,17,Монолитный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,264324.0,25970619.0,185000.0
1,40.0,20.0,10.0,8,10,Панельный,2016,Первомайский,0,0,0,0,0,0,1,Без ремонта,nan,nan,264324.0,25970619.0,185000.0
0,29.0,nan,nan,15,17,Монолитный,nan,Советский,0,0,0,0,0,0,nan,Косметический,nan,nan,264324.0,25970619.0,185000.0
1,35.0,16.0,10.0,1,10,nan,2009,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,185000.0
1,31.0,17.0,5.0,9,9,Панельный,1982,Первомайский,0,1,0,0,1,0,nan,nan,Во двор,1,253643.0,20172455.0,187000.0
0,28.0,nan,nan,7,28,Монолитно,2018,Железнодорожный,1,1,1,1,0,0,nan,Евроремонт,nan,nan,253643.0,20172455.0,185000.0
1,29.0,15.0,6.0,8,9,nan,nan,Железнодорожный,0,0,0,0,0,0,nan,nan,nan,1,255976.0,21561848.0,185000.0
2,45.0,36.0,4.0,5,12,nan,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,2981303.0,185000.0
1,30.0,15.0,7.0,5,5,Кирпичный,1980,Октябрьский,0,0,0,0,1,0,nan,Косметический,Во двор,1,259116.0,23024144.0,185000.0
1,31.3,nan,nan,10,19,nan,2019,Железнодорожный,1,1,1,1,0,0,nan,nan,nan,nan,259116.0,23024144.0,187800.0
1,31.0,18.0,6.0,4,6,Кирпичный,1958,Ворошиловский,0,0,0,0,1,0,nan,Косметический,Во двор,1,257326.0,22605996.0,185000.0
1,32.5,14.3,8.3,15,19,Панельный,nan,Советский,1,1,0,0,1,0,nan,nan,На улицу,nan,257326.0,22605996.0,189000.0
0,28.0,16.0,5.0,9,20,Панельный,2015,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,nan,257326.0,22605996.0,190000.0
0,31.0,16.0,5.0,22,23,Кирпичный,2018,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,nan,257326.0,22605996.0,190000.0
1,43.0,19.0,10.0,15,16,Панельный,2015,Октябрьский,0,1,0,0,1,0,nan,nan,На улицу,nan,257326.0,22605996.0,190000.0
1,38.0,16.0,10.0,2,3,Кирпичный,2018,Пролетарский,0,0,0,0,1,0,nan,nan,Во двор,nan,257326.0,22605996.0,191200.0
2,43.0,31.0,6.3,3,5,Кирпичный,1974,Октябрьский,1,1,0,0,1,0,1,nan,nan,1,259116.0,31324353.0,190000.0
1,41.0,17.0,10.0,5,16,Монолитный,2018,Пролетарский,0,1,0,0,1,0,nan,nan,Во двор,nan,259116.0,31324353.0,190000.0
0,28.0,14.0,7.0,6,17,nan,2015,Советский,1,1,1,1,0,1,nan,nan,nan,nan,259116.0,31324353.0,193000.0
1,37.0,18.0,11.0,3,16,Панельный,2017,Октябрьский,0,1,0,1,0,0,nan,nan,На улицу,nan,259116.0,31324353.0,190000.0
3,104.9,36.6,30.3,7,15,nan,nan,Ленинский,1,1,1,1,1,0,nan,nan,nan,nan,nan,nan,839560.0
1,38.0,20.1,7.0,7,9,nan,1972,Октябрьский,0,1,1,0,1,1,nan,nan,nan,nan,nan,nan,247000.0
2,50.67,27.6,8.4,3,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,329400.0
0,34.0,22.6,4.0,4,16,Кирпичный,2016,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,nan,nan,nan,190000.0
1,37.0,17.0,10.0,2,16,Панельный,2016,Октябрьский,0,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,190000.0
1,33.0,17.0,6.0,3,5,Кирпичный,1970,Железнодорожный,1,1,0,0,1,0,1,nan,На улицу,nan,259116.0,23024144.0,190000.0
1,42.7,16.0,11.4,11,23,Кирпичный,2012,Советский,0,1,0,1,0,0,nan,nan,Во двор,1,255918.0,21292776.0,190000.0
1,30.0,16.0,5.0,2,9,Панельный,1978,Октябрьский,0,1,0,0,1,0,nan,nan,На улицу,1,259116.0,23024144.0,190000.0
1,38.0,20.0,9.0,15,17,Панельный,2015,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,1,255976.0,21561848.0,190000.0
0,33.0,16.0,4.0,5,14,Кирпичный,2018,Пролетарский,0,1,0,0,1,0,nan,nan,Во двор,nan,255976.0,21561848.0,192000.0
0,27.0,15.0,5.0,2,5,Кирпичный,2014,Железнодорожный,1,1,0,0,1,0,nan,nan,Во двор,nan,255976.0,21561848.0,190000.0
0,28.0,16.0,5.0,11,17,Панельный,2018,Советский,0,1,0,1,0,0,nan,nan,Во двор,nan,255976.0,21561848.0,190000.0
0,27.0,15.0,5.0,15,17,Панельный,2013,Советский,0,1,0,1,0,0,nan,nan,Во двор,nan,255976.0,21561848.0,190000.0
1,38.0,18.0,9.0,1,3,Кирпичный,2018,Пролетарский,0,0,0,0,1,0,nan,nan,nan,nan,255976.0,21561848.0,191900.0
1,36.0,18.0,10.0,15,16,Панельный,2016,Октябрьский,0,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,190000.0
2,36.0,20.0,6.3,5,5,Кирпичный,1988,Пролетарский,1,1,0,0,0,0,1,nan,На улицу,1,264324.0,35542732.0,190000.0
1,33.0,19.0,7.0,3,9,Кирпичный,nan,Советский,0,1,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,190000.0
1,29.7,17.0,6.0,5,5,Кирпичный,1965,Советский,1,1,0,0,1,0,nan,nan,Во двор,1,255918.0,21292776.0,190000.0
2,41.0,29.0,6.0,5,5,Кирпичный,1953,Пролетарский,1,1,0,0,1,0,nan,nan,Во двор,1,264324.0,35542732.0,190000.0
0,28.0,16.0,4.0,7,20,Панельный,2018,Советский,0,1,0,1,0,0,nan,nan,Во двор,nan,264324.0,35542732.0,190000.0
0,28.0,15.0,5.0,8,17,Панельный,2014,Советский,0,1,0,0,1,0,nan,nan,Во двор,nan,264324.0,35542732.0,190000.0
1,41.0,19.0,12.0,2,18,Панельный,2015,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,264324.0,35542732.0,190000.0
0,28.5,15.0,6.0,20,20,Кирпичный,2018,Железнодорожный,0,1,0,0,1,0,nan,nan,nan,nan,264324.0,35542732.0,190000.0
1,36.0,19.0,10.0,3,5,nan,nan,Пролетарский,0,0,0,0,0,0,nan,nan,nan,1,264324.0,25970619.0,190000.0
2,45.0,28.0,6.0,5,9,Кирпичный,nan,Первомайский,0,1,0,0,0,0,nan,Косметический,nan,1,253643.0,2815124.0,190000.0
3,55.0,38.0,8.0,7,9,nan,1982,Первомайский,0,1,0,1,0,0,nan,nan,nan,1,253643.0,35571648.0,190000.0
1,38.0,19.0,9.0,3,3,Монолитно,2018,Пролетарский,0,0,0,0,1,0,nan,Без ремонта,На улицу,nan,253643.0,35571648.0,192000.0
1,38.0,19.0,9.0,1,9,nan,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,190000.0
1,46.08,19.7,12.4,22,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,27288072.0,298934.0
1,35.4,17.8,10.0,8,18,nan,2017,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,265095.0,27288072.0,171900.0
1,52.7,23.6,15.0,21,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,2863512.0,390000.0
1,38.0,19.0,9.0,1,9,nan,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,190000.0
0,31.0,nan,nan,12,25,Монолитно,2018,Железнодорожный,1,1,0,1,0,0,nan,Евроремонт,nan,nan,255918.0,21292776.0,190000.0
1,41.0,nan,nan,10,20,Монолитно,2018,Железнодорожный,1,1,1,1,0,0,nan,Без ремонта,nan,nan,255918.0,21292776.0,193000.0
0,24.5,12.0,5.0,12,17,Панельный,2012,Советский,1,1,1,1,0,1,nan,Косметический,На улицу,nan,255918.0,21292776.0,190000.0
0,28.0,12.0,5.0,6,20,Панельный,2016,Советский,1,1,1,1,0,1,nan,Косметический,На улицу,nan,255918.0,21292776.0,190000.0
1,31.0,18.0,6.0,5,5,nan,1958,Ворошиловский,0,0,0,0,1,0,nan,Косметический,Во двор,1,257326.0,22605996.0,190000.0
1,38.0,nan,nan,15,21,Монолитный,nan,Ворошиловский,0,1,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,195000.0
1,43.0,18.0,12.0,5,5,nan,2004,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,195000.0
1,34.0,18.0,8.0,9,10,nan,nan,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,197000.0
1,25.0,15.0,8.0,3,4,Кирпичный,2014,Пролетарский,0,0,0,0,0,0,nan,Евроремонт,nan,nan,253643.0,20172455.0,195000.0
1,35.0,14.0,7.0,4,6,Кирпичный,2016,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,1,255976.0,21561848.0,195000.0
2,43.0,27.0,6.0,5,5,Кирпичный,1969,Железнодорожный,1,1,0,0,1,0,nan,nan,nan,1,255976.0,30364565.0,195000.0
1,39.0,1.0,1.0,4,5,Кирпичный,2012,Железнодорожный,1,1,0,0,0,0,nan,nan,Во двор,nan,255976.0,30364565.0,195000.0
0,24.3,14.0,5.0,12,14,Панельный,2014,Пролетарский,0,1,0,1,0,0,nan,nan,Во двор,nan,255976.0,30364565.0,195000.0
1,32.0,18.0,6.0,7,9,Кирпичный,nan,Октябрьский,0,1,0,1,0,0,nan,nan,На улицу,1,259116.0,23024144.0,195000.0
0,26.0,15.0,5.0,9,17,Монолитный,2018,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,259116.0,23024144.0,195000.0
1,41.0,17.0,10.0,25,26,Кирпичный,2018,Советский,0,1,0,1,0,0,nan,nan,На улицу,nan,259116.0,23024144.0,195000.0
1,36.5,18.0,9.2,1,15,Панельный,2016,Советский,0,1,0,0,0,0,nan,nan,Во двор,1,255918.0,21292776.0,195000.0
1,31.0,18.0,6.0,1,5,nan,nan,Пролетарский,0,0,0,0,0,0,nan,nan,nan,1,264324.0,25970619.0,199000.0
1,34.0,13.0,9.6,16,20,Монолитный,2019,Первомайский,0,1,0,1,0,0,nan,nan,Во двор,nan,264324.0,25970619.0,195000.0
0,24.0,12.0,4.0,15,16,Панельный,2013,Советский,0,1,0,0,1,0,nan,nan,На улицу,nan,264324.0,25970619.0,195000.0
1,30.0,18.0,nan,8,9,Панельный,1985,Советский,0,1,1,0,1,0,nan,nan,nan,nan,264324.0,25970619.0,195000.0
0,30.0,15.0,7.0,6,9,nan,2016,Советский,0,1,0,1,0,0,nan,nan,nan,nan,264324.0,25970619.0,195000.0
3,83.0,47.3,14.0,6,18,nan,2018,Октябрьский,1,1,1,1,0,1,nan,nan,nan,nan,nan,nan,320100.0
2,65.98,36.0,12.2,2,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,37115301.0,394072.0
1,36.0,15.0,5.0,5,5,nan,nan,Октябрьский,0,0,0,0,0,0,nan,nan,nan,1,259116.0,23024144.0,195000.0
0,24.0,13.0,4.0,14,19,Панельный,2018,Советский,0,1,0,0,1,0,nan,nan,На улицу,nan,259116.0,23024144.0,195000.0
0,27.0,12.0,5.0,14,17,Панельный,2009,Советский,0,1,0,1,0,0,nan,nan,На улицу,nan,259116.0,23024144.0,195000.0
1,37.0,18.7,10.3,5,10,Панельный,2006,Первомайский,0,0,0,0,0,0,1,Евроремонт,nan,nan,259116.0,23024144.0,195000.0
1,39.0,17.0,10.0,2,17,Кирпичный,2016,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,259116.0,23024144.0,196000.0
1,38.0,19.0,8.0,5,10,nan,2002,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,199000.0
1,39.0,nan,nan,1,9,nan,nan,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,195000.0
0,31.0,16.0,4.0,2,6,Кирпичный,2016,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,nan,253643.0,20172455.0,195000.0
1,36.0,19.0,8.0,5,5,Панельный,1985,Октябрьский,1,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,195000.0
1,31.0,17.0,6.0,2,5,Панельный,1976,Советский,1,1,0,0,1,0,nan,nan,На улицу,1,255918.0,21292776.0,195000.0
1,46.0,20.0,11.0,6,19,Монолитно,2016,Железнодорожный,1,1,1,1,0,0,nan,Без ремонта,nan,1,255976.0,21561848.0,195000.0
0,37.0,nan,nan,6,9,Кирпичный,nan,Ленинский,0,1,0,0,0,0,nan,nan,nan,nan,255976.0,21561848.0,199000.0
1,35.0,15.0,10.0,2,5,nan,2009,Ворошиловский,0,0,0,1,0,0,nan,nan,nan,nan,255976.0,21561848.0,195000.0
1,41.0,nan,nan,3,6,Монолитно,2015,Железнодорожный,0,0,0,1,0,0,nan,Без ремонта,Во двор,1,255976.0,21561848.0,199000.0
